,failed_maps_count,all_time,mean,std,BinarySearch_150_DFS,BinarySearch_100_DFS,NestedFors_0,determinant_0,getCofactor_100_DFS,determinant_100_DFS,getCofactor_0,determinant_500_BFS,KMPSearchMain_0,BinSearchMain_0,MatrixMultiplicationMain_0,BinaryMaze1Main_0,BinaryMaze2Main_0,IslandsMain_0,MatrixQueryMain_0,getCofactor_100_BFS,determinant_800_BFS,FindArticulationPoints_500_BFS,FindArticulationPoints_500_DFS,FindArticulationPoints_0,SearchKMP_1000_BFS,FindBridges_0,findShortestPathLength_100_BFS,countIslands_0,countIslands_300_BFS,findShortestPathLength_200_DFS,BellmanFord_200_BFS,Combination.Find_0,Combination.Find_50_BFS,Combination.Find_50_DFS,countIslands_300_DFS,Permutation.Find_0,Permutation.Find_50_BFS,countIslands_100_BFS,Permutation.Find_50_DFS,Subset.Find_0,Subset.Find_50_BFS,Subset.Find_50_DFS,SuffixTree.Contains_0,findShortestPathLength_300_BFS,SuffixTree.StartsWith_0,BpTree.HasItem_0,CollectionEx.TryDequeue_0,CollectionEx.Enqueued_0,BinaryMaze1BFS_0,BinarySearch_0,BinarySearch_50_BFS,SearchKMP_0,SearchKMP_1000_DFS,fillRemaining_0,fillRemaining_200_BFS,fillRemaining_500_BFS,fillRemaining_500_DFS,BinaryMaze1BFS_600_DFS,fillRemaining_1000_BFS,findShortestPathLength_0,BinaryMaze1BFS_300_BFS,BinaryMaze1BFS_1000_BFS,BinaryMaze1BFS_600_BFS,SingleThreadScheduler.CreateOverExisting_500_BFS,BucketSorter.BucketSortAscending_1000_DFS,MatrixQueryModifyMatrix_0,MatrixQueryModifyMatrix_500_BFS,MatrixQueryModifyMatrix_1000_BFS,SingleThreadScheduler.CreateOverExisting_0,Gcd.Find_100_BFS,FindIntersections_0,mergeSort_0,FindIntersections_1000_BFS,FindIntersections_2000_BFS,JohnsonsShortestPath.FindAllPairShortestPaths_0,JohnsonsShortestPath.FindAllPairShortestPaths_1000_BFS,JohnsonsShortestPath.FindAllPairShortestPaths_2000_BFS,JohnsonsShortestPath.FindAllPairShortestPaths_3000_BFS,SuffixTree.Delete_0,SuffixTree.Delete_2000_BFS,SingleThreadScheduler.RunInCurrentStackframe_0,SingleThreadScheduler.RunInCurrentStackframe_2000_BFS,SingleThreadScheduler.RunInCurrentStackframe_5000_BFS,SingleThreadScheduler.Queue_0,FindLongestPalindrome_2000_DFS,SingleThreadScheduler.RunInCurrentStackframe_5000_DFS,SingleThreadScheduler.RunInCurrentStackframe_2000_DFS,ShaderStringBuilder.AppendLines_1000_BFS,PartialDerivUtilWriter.MakeBinaryFunc_0,PartialDerivUtilWriter.MakeBinaryFunc_1000_BFS,PartialDerivUtilWriter.MakeBinaryFunc_1000_DFS,PartialDerivUtilWriter.MakeBinaryFunc_5000_DFS,PartialDerivUtilWriter.MakeSingleFunc_2000_BFS,PartialDerivUtilWriter.MakeBinaryFunc_5000_BFS,PartialDerivUtilWriter.MakeSingleFunc_4000_BFS,PartialDerivUtilWriter.MakeSingleFunc_3000_BFS,FindLongestPalindrome_0,FindLongestPalindrome_1000_BFS,FindLongestPalindrome_2000_BFS,FindLongestPalindrome_1000_DFS
0,0,1567.1280705039972,415.2711867858525,329.65852400214857,4.934609353018459,5.000355997006409,6.148387384018861,42.766520539997146,48.80156776297372,53.812588586995844,105.76633499300806,138.88788712199312,7.704166927025653,7.136074827983975,11.819161485007498,5.704561004007701,8.702556577976793,7.0336043299757876,6.236289163003676,193.67995717999293,218.91797945799772,38.12492619804107,39.982766131986864,78.4092163949972,273.7674014249933,54.67060519102961,348.6980746430345,393.79615003900835,433.82166537398007,464.9971000099904,501.8566973829875,5.5710071559879,5.187210580974352,5.6141094519989565,480.6869195580366,5.592423499037977,5.169444257975556,524.2217250340036,5.854771988990251,5.651062544027809,6.450137338018976,6.386497811996378,13.014300237002317,556.9700334229856,13.164340772957075,7.073833941016346,6.533863132994156,7.959513550973497,629.9503042430151,723.8743786739651,723.854182533978,724.6327538350015,727.5630604169564,730.7604479700094,731.3072191089741,732.6582934369799,733.0426619469654,734.1902779680095,734.445046021021,735.7378710369812,736.4837368070148,737.8739083179971,738.4300899030059,14.303653961978853,5.940662602952216,724.9143336820416,723.9487116160453,725.3416817520047,144.46421699499479,725.7533608250087,725.0226411459735,13.205889693053905,725.5870033969986,725.2072891930002,725.1801999369636,724.9827547239838,725.4913408720167,725.9206997950096,725.9849699049955,725.6091297100065,730.4595056510298,730.8015546029783,731.3847590090008,638.3269383970182,507.3504155619885,726.7164109259611,727.7920631759916,724.8178050540155,724.6099140329752,725.6212034330238,724.9725289609632,724.8059309360106,725.9205417770427,729.3433160610148,726.3817066070042,727.2662289920263,723.60107779596,723.9423323439551,723.988447782991,723.9900785529753
