keywords_count,lines,file
8,127,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/config/ControllerConfig/FeedbackBindControl.cs
8,127,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Common/Sound/DCFilter.cs
8,127,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/Mapper176.cs
8,127,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/VS_M99.cs
8,126,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/Mapper222.cs
8,126,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/MMC3_family/TLSROM.cs
8,121,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/Mapper132.cs
8,121,maps/DotNet/Maps/C-Sharp-Algorithms/DataStructures/Trees/TrieNode.cs
8,121,maps/DotNet/Maps/thirdparty/C-Sharp-Algorithms/DataStructures/Trees/TrieNode.cs
8,118,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Atari/Stella/Stella.ISoundProvider.cs
8,116,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Atari/2600/Tia/Tia.MissleData.cs
8,115,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/lua/LuaSandbox.cs
8,112,maps/DotNet/Maps/BizHawk/src/BizHawk.Common/MemoryBlock/MemoryBlock.cs
8,111,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/Api/Classes/SQLiteApi.cs
8,111,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/GCE/Vectrex/VectrexHawkControllers.cs
8,110,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/tools/InputPrompt.cs
8,110,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/BSNES/SubBsnesCore.cs
8,110,maps/DotNet/Maps/LiteDB/LiteDB.Shell/Utils/OptionSet.cs
8,109,maps/DotNet/Maps/C-Sharp-Algorithms/Algorithms/Sorting/BinarySearchTreeSorter.cs
8,109,maps/DotNet/Maps/thirdparty/C-Sharp-Algorithms/Algorithms/Sorting/BinarySearchTreeSorter.cs
8,108,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/Mapper175.cs
8,105,maps/DotNet/Maps/BizHawk/submodules/mgba/src/third-party/zlib/contrib/dotzlib/DotZLib/Inflater.cs
8,105,maps/DotNet/Maps/BizHawk/waterbox/mame-arcade/mame/3rdparty/zlib/contrib/dotzlib/DotZLib/Inflater.cs
8,105,maps/DotNet/Maps/BizHawk/waterbox/snes9x/win32/zlib/src/contrib/dotzlib/DotZLib/Inflater.cs
8,102,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/config/GB/BmpView.cs
8,102,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Common/Base Implementations/MemoryDomainStream.cs
8,99,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Computers/SinclairSpectrum/Media/Tape/WAV/WavHeader.cs
8,95,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/MMC3_family/Mapper165.cs
8,95,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.DiscSystem/DiscFormats/M3U_file.cs
8,92,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/MMC3_family/Mapper123.cs
8,92,maps/DotNet/Maps/StandaloneUnity/Unity/Core/Geometry/GeometryUtility.cs
8,91,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.DiscSystem/DiscoHawkLogic/ECMTest.cs
8,90,maps/DotNet/Maps/StandaloneUnity/Unity/Core/GraphToolsFoundation/GraphToolsFoundation/Utility/StringUtilsExtensions.cs
8,89,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Sound/DualSyncSound.cs
8,88,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Computers/Commodore64/Cartridge/Mapper0007.cs
8,86,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/NES.IMemoryDomains.cs
8,85,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/Mapper186.cs
8,76,maps/DotNet/Maps/advanced-algorithms/src/Advanced.Algorithms/Graph/Search/BiDirectional.cs
8,75,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/IREM-74_161_161_21_138.cs
8,75,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Sony/PSX/PSF.cs
8,72,maps/DotNet/Maps/advanced-algorithms/src/Advanced.Algorithms/Graph/ShortestPath/TravellingSalesman.cs
8,72,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Common/N64RomByteswapper.cs
8,71,maps/DotNet/Maps/advanced-algorithms/src/Advanced.Algorithms/String/Search/KMP.cs
8,70,maps/DotNet/Maps/BizHawk/ExternalProjects/BizHawk.Analyzer/OrderBySelfAnalyzer.cs
8,70,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/PC Engine/PCEngine.IStatable.cs
8,66,maps/DotNet/Maps/C-Sharp-Algorithms/Algorithms/Sorting/CombSorter.cs
8,66,maps/DotNet/Maps/StandaloneUnity/Unity/x86.cs
8,66,maps/DotNet/Maps/thirdparty/C-Sharp-Algorithms/Algorithms/Sorting/CombSorter.cs
8,60,maps/DotNet/Maps/advanced-algorithms/src/Advanced.Algorithms/DataStructures/Tree/Shared/BSTHelpers.cs
8,57,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/inputAdapters/UDLRController.cs
8,47,maps/DotNet/Maps/BizHawk/ExternalProjects/TestromSuiteReportProcessor/Program.cs
8,46,maps/DotNet/Maps/advanced-algorithms/src/Advanced.Algorithms/Binary/GCD.cs
8,46,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Sega/SMS/MemoryMap.SG_EX_A.cs
7,2136,maps/DotNet/Maps/StandaloneUnity/Unity/Core/Graphics/GraphicsEnums.cs
7,733,maps/DotNet/Maps/StandaloneUnity/Unity/Mathematics/random.cs
7,728,maps/DotNet/Maps/StandaloneUnity/Unity/RenderPipelines.HD/HlslDerivatives/HlslUnityReserved.cs
7,633,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/CPUs/LR35902/Execute.cs
7,575,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/CPUs/MC6800/MC6800.cs
7,502,maps/DotNet/Maps/rd/rd-net/Test.RdFramework/SocketWireTest.cs
7,450,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/CPUs/Z80A/NewDisassembler.cs
7,441,maps/DotNet/Maps/StandaloneUnity/Unity/Core/Math/Matrix4x4.cs
7,410,maps/DotNet/Maps/rd/rd-net/Test.Lifetimes/Diagnostics/InterpolatedStringHandlerTests.cs
7,407,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Waterbox/WaterboxHost.cs
7,383,maps/DotNet/Maps/BizHawk/ExternalCoreProjects/Virtu/Keyboard.cs
7,306,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/lua/CommonLibs/CommLuaLibrary.cs
7,297,maps/DotNet/Maps/StandaloneUnity/Unity/Core/Geometry/Rect.cs
7,280,maps/DotNet/Maps/rd/rd-net/Lifetimes/Collections/Synchronized/SynchronizedDictionary.cs
7,276,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Computers/Commodore64/Cartridge/CartridgeDevice.cs
7,273,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.DiscSystem/Internal/SectorSynth.cs
7,259,maps/DotNet/Maps/StandaloneUnity/Unity/Core/Geometry/BoundsInt.cs
7,239,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/config/HotkeyConfig.cs
7,237,maps/DotNet/Maps/BizHawk/src/BizHawk.Common/Extensions/NumberExtensions.cs
7,235,maps/DotNet/Maps/StandaloneUnity/Unity/Core/Properties/PropertyBags/PropertyBag+Registration.cs
7,227,maps/DotNet/Maps/BizHawk/src/BizHawk.Bizware.Audio/SDL2WavStream.cs
7,227,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/Api/Classes/EmuClientApi.cs
7,225,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/Gameboy/GBColors.cs
7,220,maps/DotNet/Maps/StandaloneUnity/Unity/Core/CommandStateObserver/Serialization/SerializedReferenceDictionary.cs
7,219,maps/DotNet/Maps/StandaloneUnity/Unity/Core/CommandStateObserver/Serialization/SerializedValueDictionary.cs
7,218,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/RetroAchievements/RCheevos.Achievements.cs
7,205,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Common/Interfaces/Services/ISettable.cs
7,204,maps/DotNet/Maps/LiteDB/LiteDB/Client/Database/Collections/Aggregate.cs
7,195,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/config/RewindConfig.cs
7,194,maps/DotNet/Maps/advanced-algorithms/tests/Advanced.Algorithms.Tests/DataStructures/Tree/BST_Tests.cs
7,191,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/Controller.cs
7,181,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/BreakpointList.cs
7,181,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Computers/AmstradCPC/Hardware/Beeper.cs
7,176,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Sound/OneBitBeeper.cs
7,172,maps/DotNet/Maps/LiteDB/LiteDB/Utils/Constants.cs
7,168,maps/DotNet/Maps/advanced-algorithms/tests/Advanced.Algorithms.Tests/DataStructures/Tree/TreapTree_Tests.cs
7,167,maps/DotNet/Maps/advanced-algorithms/tests/Advanced.Algorithms.Tests/DataStructures/Tree/SplayTree_Tests.cs
7,165,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/OpenAdvancedChooser.cs
7,162,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/config/ControllerConfig/ControllerConfigPanel.cs
7,159,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/N64/N64.IDebuggable.cs
7,153,maps/DotNet/Maps/BizHawk/src/BizHawk.Common/MemoryBlock/MemoryViewStream.cs
7,151,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/AVOut/SynclessRecordingTools.cs
7,148,maps/DotNet/Maps/BizHawk/ExternalToolProjects/HelloWorld/CustomMainForm.cs
7,147,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/inputAdapters/AutoPattern.cs
7,143,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/Namcot175_340.cs
7,142,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/movie/import/MmvImport.cs
7,138,maps/DotNet/Maps/rd/rd-net/Lifetimes/Threading/SpinWaitEx.cs
7,135,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/tools/MultiDiskBundler/MultiDiskFileSelector.cs
7,134,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/lua/LuaFileList.cs
7,131,maps/DotNet/Maps/C-Sharp-Algorithms/UnitTest/DataStructuresTests/CliqueGraphTest.cs
7,131,maps/DotNet/Maps/thirdparty/C-Sharp-Algorithms/UnitTest/DataStructuresTests/CliqueGraphTest.cs
7,127,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/CustomControls/InputRoll/Cell.cs
7,126,maps/DotNet/Maps/C-Sharp-Algorithms/DataStructures/Hashing/UniversalHashingFamily.cs
7,126,maps/DotNet/Maps/thirdparty/C-Sharp-Algorithms/DataStructures/Hashing/UniversalHashingFamily.cs
7,123,maps/DotNet/Maps/StandaloneUnity/Unity/Core/UINumericFieldsUtils.cs
7,122,maps/DotNet/Maps/BizHawk/src/BizHawk.Common/MemoryBlock/MemoryBlockUtils.cs
7,120,maps/DotNet/Maps/advanced-algorithms/src/Advanced.Algorithms/Graph/MinimumSpanningTree/Kruskals.cs
7,120,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/SNES/LibsnesCore.IEmulator.cs
7,119,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/Mapper051.cs
7,119,maps/DotNet/Maps/rd/rd-net/Lifetimes/Util/Types.cs
7,116,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/Mapper156.cs
7,116,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/Mapper236.cs
7,114,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/PC Engine/VecnaSynchronizer.cs
7,113,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Arcades/MAME/MAME.MemoryDomains.cs
7,113,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Atari/2600/Mappers/mX07.cs
7,113,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Sega/gpgx64/GPGX.IDebuggable.cs
7,112,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/movie/EditCommentsForm.cs
7,111,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Atari/2600/Mappers/mEFSC.cs
7,111,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/JALECO_JF_19.cs
7,110,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/config/NES/NESSyncSettingsForm.cs
7,110,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Arcades/MAME/MAME.IInputPollable.cs
7,110,maps/DotNet/Maps/ManuallyCollected/BridgesInGraph.cs
7,109,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/UNIF/UNIF_BMC-12-IN-1.cs
7,106,maps/DotNet/Maps/LiteDB/LiteDB/Engine/Engine/Transaction.cs
7,103,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Atari/2600/Mappers/mFA.cs
7,102,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Atari/2600/Mappers/mFA2.cs
7,101,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Atari/2600/Mappers/mF4SC.cs
7,98,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Atari/2600/Tia/Tia.BallData.cs
7,98,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/MMC3_family/Mapper114.cs
7,98,maps/DotNet/Maps/ManuallyCollected/MergeSort.cs
7,97,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Atari/2600/Mappers/mF6SC.cs
7,95,maps/DotNet/Maps/advanced-algorithms/src/Advanced.Algorithms/Graph/Coloring/MColorer.cs
7,94,maps/DotNet/Maps/BizHawk/src/BizHawk.Common/Extensions/BufferExtensions.cs
7,94,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/SNES/LibsnesApi_SIG.cs
7,92,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Atari/2600/Mappers/Multicart8K.cs
7,91,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/tools/Macros/MacroInput.ButtonSelect.cs
7,89,maps/DotNet/Maps/C-Sharp-Algorithms/Algorithms/Sorting/BucketSorter.cs
7,89,maps/DotNet/Maps/thirdparty/C-Sharp-Algorithms/Algorithms/Sorting/BucketSorter.cs
7,88,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/GBHawk/Mappers/Mapper_MBC6.cs
7,88,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/GBHawk/Mappers/Mapper_MMM01.cs
7,86,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/movie/import/bkm/BkmMovie.cs
7,83,maps/DotNet/Maps/ManuallyCollected/BinarySearch.cs
7,83,maps/DotNet/Maps/rd/rd-net/Lifetimes/Collections/DictionaryEx.cs
7,82,maps/DotNet/Maps/advanced-algorithms/src/Advanced.Algorithms/Sorting/MergeSort.cs
7,80,maps/DotNet/Maps/LiteDB/LiteDB/Utils/Extensions/LinqExtensions.cs
7,77,maps/DotNet/Maps/ManuallyCollected/BellmanFord.cs
7,76,maps/DotNet/Maps/advanced-algorithms/src/Advanced.Algorithms/Geometry/ConvexHull.cs
7,75,maps/DotNet/Maps/BizHawk/src/BizHawk.Tests.Testroms.GB/TestUtils.cs
7,73,maps/DotNet/Maps/C-Sharp-Algorithms/Algorithms/Graphs/ConnectedComponents.cs
7,73,maps/DotNet/Maps/thirdparty/C-Sharp-Algorithms/Algorithms/Graphs/ConnectedComponents.cs
7,67,maps/DotNet/Maps/rd/rd-net/RdFramework/Impl/BufferWindow.cs
7,66,maps/DotNet/Maps/advanced-algorithms/src/Advanced.Algorithms/Geometry/ClosestPointPair.cs
7,65,maps/DotNet/Maps/LiteDB/LiteDB/Engine/Query/IndexQuery/IndexEquals.cs
7,64,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Atari/Stella/Stella.IEmulator.cs
7,63,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Common/U8ArrayAsNormalJSONListConverter.cs
7,56,maps/DotNet/Maps/C-Sharp-Algorithms/Algorithms/Sorting/CountingSorter.cs
7,56,maps/DotNet/Maps/thirdparty/C-Sharp-Algorithms/Algorithms/Sorting/CountingSorter.cs
6,1048,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/CPUs/HuC6280/CDLOpcodes.cs
6,788,maps/DotNet/Maps/StandaloneUnity/Unity/Mathematics/quaternion.cs
6,680,maps/DotNet/Maps/StandaloneUnity/Unity/Collections/NativeBitArray.cs
6,639,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/CPUs/Z80A/Tables_Direct.cs
6,442,maps/DotNet/Maps/StandaloneUnity/Unity/Mathematics/Noise/psrdnoise2D.cs
6,417,maps/DotNet/Maps/LiteDB/LiteDB/Client/Database/LiteQueryable.cs
6,377,maps/DotNet/Maps/LiteDB/LiteDB/Client/Shared/SharedEngine.cs
6,358,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/CPUs/FairchildF8/F3850.Registers.cs
6,328,maps/DotNet/Maps/StandaloneUnity/Unity/Core/CommandStateObserver/Commands/CommandHandlerFunctor.cs
6,323,maps/DotNet/Maps/StandaloneUnity/Unity/Core/Math/SphericalHarmonicsL2.bindings.cs
6,310,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/SameBoy/SameBoy.cs
6,307,maps/DotNet/Maps/LiteDB/LiteDB/Utils/Extensions/BufferSliceExtensions.cs
6,300,maps/DotNet/Maps/BizHawk/ExternalProjects/iso-parser/ISONodeRecord.cs
6,294,maps/DotNet/Maps/BizHawk/src/BizHawk.Common/Win32/Win32ShellContextMenu.cs
6,286,maps/DotNet/Maps/StandaloneUnity/Unity/Core/Geometry/RectInt.cs
6,279,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/config/PathConfig.cs
6,274,maps/DotNet/Maps/advanced-algorithms/tests/Advanced.Algorithms.Tests/Geometry/BentleyOttmann_Tests.cs
6,274,maps/DotNet/Maps/BizHawk/submodules/mgba/src/third-party/zlib/contrib/dotzlib/DotZLib/UnitTests.cs
6,274,maps/DotNet/Maps/BizHawk/waterbox/mame-arcade/mame/3rdparty/zlib/contrib/dotzlib/DotZLib/UnitTests.cs
6,274,maps/DotNet/Maps/BizHawk/waterbox/snes9x/win32/zlib/src/contrib/dotzlib/DotZLib/UnitTests.cs
6,268,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/CPUs/FairchildF8/F3850.Operations.cs
6,252,maps/DotNet/Maps/StandaloneUnity/Unity/Collections/UnsafeText.cs
6,243,maps/DotNet/Maps/LiteDB/LiteDB/Engine/Disk/Streams/AesStream.cs
6,240,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/ArgParser.cs
6,225,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/SNES/LibsnesApi_QUERY.cs
6,215,maps/DotNet/Maps/LiteDB/LiteDB.Stress/Test/TestExecution.cs
6,215,maps/DotNet/Maps/StandaloneUnity/Unity/Core/Properties/Algorithms/PropertyContainer+GetValue.cs
6,208,maps/DotNet/Maps/StandaloneUnity/Unity/Core/CommandStateObserver/Dispatcher.cs
6,207,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/vpads_schemata/SmsSchema.cs
6,200,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/QuickNES/QuickNES.ISettable.cs
6,192,maps/DotNet/Maps/advanced-algorithms/tests/Advanced.Algorithms.Tests/DataStructures/Tree/IntervalTree_Tests.cs
6,188,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Fairchild/ChannelF/Cart/VesCartBase.cs
6,183,maps/DotNet/Maps/rd/rd-net/RdFramework.Reflection/SerializerPair.cs
6,182,maps/DotNet/Maps/rd/rd-net/Test.Lifetimes/Threading/ActorTest.cs
6,180,maps/DotNet/Maps/C-Sharp-Algorithms/UnitTest/DataStructuresTests/BinaryHeapsTest.cs
6,180,maps/DotNet/Maps/thirdparty/C-Sharp-Algorithms/UnitTest/DataStructuresTests/BinaryHeapsTest.cs
6,179,maps/DotNet/Maps/LiteDB/LiteDB/Engine/LiteEngine.cs
6,176,maps/DotNet/Maps/LiteDB/LiteDB/Engine/Query/Pipeline/BasePipe.cs
6,176,maps/DotNet/Maps/LiteDB/LiteDB.Tests/Internals/Cache_Tests.cs
6,175,maps/DotNet/Maps/BizHawk/src/BizHawk.Bizware.Graphics/D3D11/D3D11Texture2D.cs
6,175,maps/DotNet/Maps/rd/rd-net/Test.Lifetimes/Lifetimes/SequentialLifetimesTest.cs
6,174,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Computers/SinclairSpectrum/ZXSpectrum.ICodeDataLog.cs
6,171,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Atari/Stella/Stella.cs
6,169,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/Gameboy/GambatteLink.cs
6,162,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/tools/Lua/LuaFunctionsForm.cs
6,162,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/Mapper053.cs
6,161,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/CPUs/68000/Instructions/Supervisor.cs
6,157,maps/DotNet/Maps/BizHawk/src/BizHawk.Common/FFmpegService.cs
6,157,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Sound/Sunsoft5BAudio.cs
6,157,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.DiscSystem/DiscStream.cs
6,155,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/tools/TAStudio/PlaybackBox.cs
6,155,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Fairchild/ChannelF/ChannelF.IEmulator.cs
6,147,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/config/EmuHawkOptions.cs
6,147,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.DiscSystem/API_MednaDisc.cs
6,145,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/tools/Debugger/AddBreakpointDialog.cs
6,145,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/CPUs/Intel8048/Operations.cs
6,142,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/tools/Lua/LuaRegisteredFunctionsList.cs
6,141,maps/DotNet/Maps/advanced-algorithms/src/Advanced.Algorithms/Graph/Matching/BiPartiteMatching.cs
6,141,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/config/SoundConfig.cs
6,141,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/tools/BatchRun.cs
6,140,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/Irem_G101.cs
6,140,maps/DotNet/Maps/rd/rd-net/Lifetimes/Collections/Viewable/ViewableList.cs
6,139,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/Sunsoft4.cs
6,137,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Computers/Commodore64/Cartridge/Mapper000F.cs
6,134,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/Mapper150.cs
6,132,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/lua/CommonLibs/MovieLuaLibrary.cs
6,132,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/NES/Boards/MMC3_family/Mapper052.cs
6,130,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/XmlGame.cs
6,130,maps/DotNet/Maps/BizHawk/src/BizHawk.Common/TempFileManager.cs
6,128,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Atari/2600/Atari2600.cs
6,128,maps/DotNet/Maps/LiteDB/LiteDB/Document/DataReader/BsonDataReader.cs
6,126,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/movie/SubtitleList.cs
6,124,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/tools/Lua/Libraries/ConsoleLuaLibrary.cs
6,124,maps/DotNet/Maps/rd/rd-net/RdFramework/Tasks/RdTaskEx.cs
6,122,maps/DotNet/Maps/advanced-algorithms/src/Advanced.Algorithms/DataStructures/Set/DisJointSet.cs
6,122,maps/DotNet/Maps/BizHawk/ExternalProjects/iso-parser/EndianBitConverter.cs
6,122,maps/DotNet/Maps/BizHawk/ExternalToolProjects/DBMan/DirectoryScan.cs
6,122,maps/DotNet/Maps/LiteDB/LiteDB/Engine/Query/Pipeline/QueryPipe.cs
6,121,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/RetroAchievements/RAIntegration.Update.cs
6,120,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.EmuHawk/tools/Watch/RamPoke.cs
6,118,maps/DotNet/Maps/BizHawk/src/BizHawk.Emulation.Cores/Consoles/Nintendo/GBA/MGBAHawk.IMemoryDomains.cs
6,117,maps/DotNet/Maps/BizHawk/ExternalProjects/BizHawk.SrcGen.SettingsUtil/DefaultSetterGenerator.cs
6,117,maps/DotNet/Maps/BizHawk/src/BizHawk.Client.Common/movie/tasproj/TasLagLog.cs
